"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Egypt, Arab Rep.","EGY",208029300,0.816182599264772,2,24,2,4,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,4,2,1,,0,1,4,4,4,2,2,3,2,2,0,0
"Egypt, Arab Rep.","EGY",204644768,0.318937026801362,2,64,2,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,1,2,2,2,1,,2,2,2,4,2,2,,1,0,4,4,1,2,2,5,1,1,1,0
"Egypt, Arab Rep.","EGY",178724001,0.232307408579859,2,49,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",194266264,1.92920563888468,2,21,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,1,2,3,1,,0,0,2,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",117493942,3.14518097619639,1,38,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",201245725,1.87881392893791,2,56,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,3,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",171036850,0.415852911096497,2,37,3,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,1,3,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",179379603,1.08077504575658,2,55,3,3,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,1,2,1,2,1,2,1,2,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,1,2,2,2,1,,0,0,1,4,4,4,2,3,1,1,1,0
"Egypt, Arab Rep.","EGY",148880653,0.50410961720999,2,45,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",143529388,1.16964938506937,1,36,3,1,1,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,1,1,4,4,4,2,5,1,1,1,0
"Egypt, Arab Rep.","EGY",193675237,0.40865669880339,1,45,2,3,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,3,1,3,3,,1,,1,0,4,4,2,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",150939066,0.751525571575164,2,67,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",141999679,0.885886551080785,2,35,3,3,1,2,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,2,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,1,2,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",142124726,0.562585603099712,1,46,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,1,,0,0,4,4,4,4,2,5,2,1,0,0
"Egypt, Arab Rep.","EGY",133320092,1.46857143024079,2,25,2,1,2,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,1,4,4,4,4,2,3,1,1,0,0
"Egypt, Arab Rep.","EGY",199233313,1.48251734051149,2,16,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",159714116,0.59791102771143,2,43,3,3,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",162350418,0.371637734562412,2,61,2,5,2,2,1,1,0,1,1,2,,,1,2,1,1,2,1,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,3,3,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,2,3,3,2,,0,1,4,4,1,4,2,1,1,1,1,0
"Egypt, Arab Rep.","EGY",184593146,0.644818191822089,2,59,1,3,2,1,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,1,4,2,3,1,2,1,0
"Egypt, Arab Rep.","EGY",185084747,0.597806408772086,1,34,2,4,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",147838413,1.08748455750217,1,65,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,4,,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",119170136,3.14518097619639,1,18,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",130020328,1.00541269777753,1,19,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",127151232,0.371142831786634,1,48,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,2,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",119158301,0.807660431181328,1,60,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",207127685,1.46443218412442,1,33,3,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",157647428,0.512188530729571,2,16,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",165284036,0.77328065107809,2,61,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,0,0,4,4,4,2,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",204616237,0.592753223390627,1,28,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,4,3,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",202208894,1.43593598090555,1,41,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",138276539,0.94480806842574,2,40,3,5,1,2,1,1,0,1,2,1,2,,2,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,1,,2,2,1,2,,4,3,2,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,2,2,2,,1,1,1,4,4,4,2,5,1,1,1,1
"Egypt, Arab Rep.","EGY",186173261,0.232307408579859,2,59,2,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,1,4,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,4,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",154264977,0.403401918819701,2,35,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",132204944,0.232307408579859,2,58,3,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,1,1,2,,,2,,,,,,3,3,3,3,,3,,0,0,1,4,1,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",177171231,0.662673813066333,2,36,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",174284154,1.27228650051087,2,16,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,2,1,2,2,2,,0,0,2,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",111659917,0.825426002845746,2,46,2,1,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",130279686,2.36882339512773,2,30,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,2,4,4,4,4,3,1,1,0,0
"Egypt, Arab Rep.","EGY",126942032,1.26833083020172,2,18,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",187384978,1.48516729348588,1,35,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",203878151,0.33774933230415,2,46,3,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,3,3,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,4,5,1,1,1,0
"Egypt, Arab Rep.","EGY",152120670,0.928345827220942,1,44,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",156005292,1.04546297934132,2,17,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",181731743,0.734285715120393,2,34,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,2,3,3,1,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",197867407,0.862848405472654,1,16,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",113813014,0.743943819063328,2,15,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",192416925,1.61532086236266,1,55,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,3,2,2,0,0
"Egypt, Arab Rep.","EGY",146473097,2.8159512233981,1,27,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",189855215,0.810827987089234,2,36,3,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,1,3,1,,2,2,2,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",175123763,0.378037160484314,1,70,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,2,,0,1,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",155821078,1.39006240271794,2,20,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,2,2,1,,1,1,2,2,1,,2,1,2,2,3,1,,0,1,4,2,4,2,4,3,1,2,0,0
"Egypt, Arab Rep.","EGY",115878032,2.33834041276977,2,33,3,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,1,,2,1,2,,,,1,1,2,2,2,2,2,,1,3,2,1,1,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,4,2,1,,1,1,1,4,4,4,2,1,1,1,1,1
"Egypt, Arab Rep.","EGY",114328610,0.355305482007589,2,59,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,2,4,,2,,0,0,2,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",133036763,0.40812657495503,2,49,2,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,3,,3,,0,0,1,4,4,4,2,3,1,1,1,0
"Egypt, Arab Rep.","EGY",165605212,0.6754986646083,2,53,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,4,,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",158885470,0.367828232604974,1,58,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,4,2,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",113766852,0.232307408579859,2,59,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,4,3,2,,1,0,4,4,4,4,2,1,1,1,0,0
"Egypt, Arab Rep.","EGY",205689367,0.471123554037349,1,38,2,3,1,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,3,3,1,,0,1,4,1,4,4,2,3,1,2,1,0
"Egypt, Arab Rep.","EGY",113813372,0.386640325539045,2,60,1,2,2,1,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,1,4,4,5,1,2,1,0
"Egypt, Arab Rep.","EGY",116047578,1.29100562841549,2,22,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",152746514,1.25565219210584,1,35,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",142772597,2.07430678362828,2,19,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,4,2,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",189181170,0.282615385608931,1,80,1,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",163777348,0.954214875383148,2,21,2,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,0,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",134730915,1.25710688453218,2,27,3,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,2,2,2,1,,0,0,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",146540282,0.378037160484314,1,70,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,3,3,3,4,,1,,1,0,4,4,2,4,2,5,2,2,0,0
